attendancePercentage,quizAverage,assignmentAverage,internalMarks,riskLevel
46,56,54,15,HIGH
67,70,78,21,MEDIUM
78,74,81,23,MEDIUM
64,56,60,18,HIGH
78,81,84,25,MEDIUM
87,97,88,27,LOW
79,67,67,25,MEDIUM
88,85,99,27,LOW
86,87,84,28,LOW
96,95,87,27,LOW
71,72,76,22,MEDIUM
97,93,95,28,LOW
86,83,83,27,LOW
70,72,77,20,MEDIUM
78,71,71,25,MEDIUM
71,69,63,19,MEDIUM
75,75,70,18,MEDIUM
85,86,88,26,LOW
91,85,89,26,LOW
96,99,92,28,LOW
82,72,80,22,MEDIUM
67,80,71,21,MEDIUM
77,69,63,23,MEDIUM
92,92,86,26,LOW
80,77,97,28,LOW
87,82,88,24,LOW
61,46,72,19,HIGH
40,46,45,13,HIGH
61,92,90,26,MEDIUM
88,84,84,25,LOW
82,85,93,25,LOW
90,94,97,28,LOW
79,79,84,26,LOW
85,93,96,26,LOW
75,66,70,21,MEDIUM
51,55,65,14,HIGH
90,90,100,28,LOW
98,100,100,29,LOW
95,96,93,28,LOW
85,94,93,25,LOW
87,88,93,28,LOW
93,96,93,28,LOW
95,95,95,26,LOW
91,96,83,27,LOW
97,46,45,13,HIGH
86,93,80,26,LOW
90,80,90,25,LOW
83,85,89,26,LOW
41,38,35,14,HIGH
88,91,89,24,LOW
100,99,94,28,LOW
94,100,97,28,LOW
98,100,96,28,LOW
93,93,84,26,LOW
77,69,71,23,MEDIUM
91,83,89,27,LOW
100,82,89,28,LOW
65,73,61,22,MEDIUM
92,81,87,28,LOW
86,93,89,30,LOW
72,75,69,23,MEDIUM
81,71,69,21,MEDIUM
76,69,67,21,MEDIUM
57,61,70,17,HIGH
93,89,82,28,LOW
92,94,96,28,LOW
51,50,48,13,HIGH
76,71,90,22,MEDIUM
78,69,73,22,MEDIUM
98,96,100,28,LOW
87,84,87,27,LOW
56,57,50,15,HIGH
97,79,90,27,LOW
89,97,93,30,LOW
65,60,67,20,MEDIUM
77,63,69,22,MEDIUM
62,62,54,19,HIGH
84,95,84,27,LOW
90,81,88,28,LOW
81,68,73,19,MEDIUM
65,66,63,17,MEDIUM
86,91,85,28,LOW
87,100,87,27,LOW
61,82,77,24,MEDIUM
75,71,87,24,MEDIUM
78,67,64,21,MEDIUM
80,70,66,19,MEDIUM
93,92,86,25,LOW
94,43,46,14,HIGH
49,48,56,17,HIGH
76,72,73,20,MEDIUM
70,67,83,19,MEDIUM
87,90,93,27,LOW
85,94,83,23,LOW
95,97,96,28,LOW
75,75,69,21,MEDIUM
77,66,62,21,MEDIUM
67,68,76,23,MEDIUM
40,37,43,11,HIGH
97,94,93,28,LOW
61,65,70,21,MEDIUM
89,91,100,27,LOW
40,37,29,10,HIGH
90,100,100,29,LOW
64,66,67,21,MEDIUM
57,56,66,20,HIGH
86,91,93,26,LOW
63,63,68,21,MEDIUM
43,47,55,16,HIGH
53,59,61,14,HIGH
89,90,77,25,LOW
79,78,90,24,MEDIUM
92,95,92,28,LOW
84,83,78,22,MEDIUM
40,48,40,12,HIGH
91,79,70,25,LOW
85,84,87,25,LOW
96,93,83,27,LOW
40,48,48,14,HIGH
92,88,82,27,LOW
40,39,42,12,HIGH
41,44,42,12,HIGH
68,66,75,22,MEDIUM
73,82,78,22,MEDIUM
48,49,55,15,HIGH
73,68,74,19,MEDIUM
52,56,59,17,HIGH
69,68,80,23,MEDIUM
70,73,71,22,MEDIUM
81,68,86,23,MEDIUM
62,74,70,23,MEDIUM
72,73,62,22,MEDIUM
78,79,68,23,MEDIUM
83,81,82,23,MEDIUM
78,74,75,22,MEDIUM
85,85,85,25,LOW
98,96,95,27,LOW
94,87,95,25,LOW
98,88,97,27,LOW
80,94,91,26,LOW
87,84,79,26,LOW
75,79,73,20,MEDIUM
88,84,97,29,LOW
89,83,91,25,LOW
69,68,75,20,MEDIUM
78,77,75,21,MEDIUM
78,70,62,23,MEDIUM
91,100,88,26,LOW
91,78,84,28,LOW
86,79,78,24,MEDIUM
81,71,67,18,MEDIUM
80,74,74,22,MEDIUM
91,82,86,26,LOW
89,91,93,27,LOW
98,91,97,27,LOW
87,93,100,27,LOW
74,68,77,21,MEDIUM
92,94,88,27,LOW
72,73,75,21,MEDIUM
91,90,90,25,LOW
75,71,73,19,MEDIUM
53,59,64,19,HIGH
49,51,49,15,HIGH
85,80,84,25,LOW
94,91,87,27,LOW
91,92,94,26,LOW
87,72,70,24,MEDIUM
90,93,77,25,LOW
97,86,90,28,LOW
85,79,86,25,LOW
87,95,100,28,LOW
87,100,83,27,LOW
91,94,98,28,LOW
78,71,66,20,MEDIUM
91,92,92,27,LOW
79,79,80,24,MEDIUM
50,56,57,16,HIGH
79,78,81,24,MEDIUM
79,76,80,24,MEDIUM
77,81,79,23,MEDIUM
54,58,41,16,HIGH
79,83,86,26,LOW
82,92,89,29,LOW
81,72,73,20,MEDIUM
90,78,81,25,LOW
83,88,89,26,LOW
87,89,90,28,LOW
93,87,93,27,LOW
78,83,80,22,MEDIUM
75,72,74,21,MEDIUM
74,64,68,23,MEDIUM
90,85,91,25,LOW
56,55,52,13,HIGH
43,45,40,15,HIGH
100,100,100,30,LOW
78,75,67,23,MEDIUM
42,46,46,14,HIGH
51,47,52,15,HIGH
81,72,71,17,MEDIUM
74,84,77,21,MEDIUM
89,91,89,24,LOW
95,51,45,15,MEDIUM
75,73,67,18,MEDIUM
91,94,98,28,LOW
77,71,69,24,MEDIUM
85,74,75,23,MEDIUM
68,72,73,20,MEDIUM
93,95,100,28,LOW
60,71,59,21,MEDIUM
95,98,83,28,LOW
72,64,63,20,MEDIUM
89,75,83,25,LOW
87,92,92,25,LOW
78,76,72,22,MEDIUM
77,69,70,17,MEDIUM
84,88,92,25,LOW
92,78,96,28,LOW
52,41,47,15,HIGH
70,73,74,21,MEDIUM
76,75,74,22,MEDIUM
78,74,74,22,MEDIUM
78,81,82,25,MEDIUM
80,90,76,24,MEDIUM
46,36,41,16,HIGH
81,89,80,25,LOW
79,76,83,23,MEDIUM
97,98,90,26,LOW
51,53,54,14,HIGH
71,56,52,21,MEDIUM
78,69,70,21,MEDIUM
99,94,100,26,LOW
54,50,41,13,HIGH
72,79,74,24,MEDIUM
40,33,38,10,HIGH
73,67,72,21,MEDIUM
76,73,68,17,MEDIUM
90,92,90,27,LOW
79,83,87,24,MEDIUM
80,70,73,22,MEDIUM
98,94,91,26,LOW
68,62,65,19,MEDIUM
93,50,44,16,MEDIUM
83,78,91,27,LOW
69,71,76,21,MEDIUM
83,86,83,25,LOW
89,82,87,25,LOW
73,71,79,23,MEDIUM
69,72,64,21,MEDIUM
73,78,75,21,MEDIUM
72,76,77,24,MEDIUM
93,95,86,26,LOW
87,92,80,29,LOW
88,88,99,25,LOW
79,78,77,22,MEDIUM
96,100,96,30,LOW
99,90,100,29,LOW
95,100,96,28,LOW
68,68,63,22,MEDIUM
88,96,94,27,LOW
48,45,51,12,HIGH
83,72,71,21,MEDIUM
97,100,97,28,LOW
83,66,64,18,MEDIUM
42,53,44,16,HIGH
70,69,78,22,MEDIUM
77,84,82,23,MEDIUM
71,71,81,22,MEDIUM
56,59,65,17,HIGH
68,67,69,20,MEDIUM
68,66,66,22,MEDIUM
83,82,94,24,LOW
92,98,96,30,LOW
96,92,100,28,LOW
90,94,100,26,LOW
97,95,91,29,LOW
82,93,88,26,LOW
90,95,97,27,LOW
78,73,69,19,MEDIUM
90,83,97,27,LOW
90,90,96,28,LOW
73,68,77,20,MEDIUM
70,79,80,21,MEDIUM
82,73,67,14,MEDIUM
62,57,59,19,HIGH
88,95,94,26,LOW
78,72,71,20,MEDIUM
40,39,45,13,HIGH
90,80,89,25,LOW
90,82,93,26,LOW
83,70,77,19,MEDIUM
40,43,40,11,HIGH
98,100,100,27,LOW
61,53,57,19,HIGH
78,75,76,22,MEDIUM
50,35,47,13,HIGH
82,81,77,23,MEDIUM
45,43,39,11,HIGH
79,73,78,22,MEDIUM
61,66,66,20,MEDIUM
87,73,72,19,MEDIUM
58,54,53,16,HIGH
86,92,92,27,LOW
91,88,95,25,LOW
55,61,55,16,HIGH
100,100,99,30,LOW
40,37,48,13,HIGH
85,79,83,24,MEDIUM
51,49,54,16,HIGH
96,97,94,27,LOW
95,100,99,29,LOW
99,92,95,28,LOW
74,75,66,23,MEDIUM
94,94,90,27,LOW
93,98,97,28,LOW
89,96,88,26,LOW
92,93,81,26,LOW
82,68,67,23,MEDIUM
64,70,65,20,MEDIUM
71,65,62,21,MEDIUM
97,100,97,28,LOW
91,79,85,25,LOW
49,53,49,15,HIGH
47,43,49,16,HIGH
64,58,71,22,MEDIUM
89,85,91,28,LOW
86,92,95,27,LOW
78,62,71,18,MEDIUM
95,97,99,27,LOW
77,70,71,24,MEDIUM
91,93,84,27,LOW
80,88,93,25,LOW
92,87,94,27,LOW
74,73,73,23,MEDIUM
70,69,81,22,MEDIUM
58,56,57,16,HIGH
89,89,91,26,LOW
47,48,42,13,HIGH
80,76,81,23,MEDIUM
73,70,71,23,MEDIUM
72,69,66,20,MEDIUM
88,79,82,25,LOW
86,82,85,26,LOW
93,95,85,27,LOW
78,69,65,21,MEDIUM
69,67,68,22,MEDIUM
47,43,49,13,HIGH
60,59,51,19,HIGH
44,44,38,12,HIGH
79,69,85,24,MEDIUM
99,97,98,30,LOW
76,69,62,21,MEDIUM
48,53,57,15,HIGH
78,80,83,27,LOW
94,87,92,26,LOW
57,56,59,17,HIGH
55,35,51,15,HIGH
90,87,82,24,LOW
95,93,97,29,LOW
80,67,68,23,MEDIUM
79,75,66,23,MEDIUM
91,88,93,28,LOW
86,84,93,28,LOW
85,73,78,22,MEDIUM
69,67,79,22,MEDIUM
83,87,90,24,LOW
94,88,98,28,LOW
98,94,83,28,LOW
91,83,89,24,LOW
77,74,66,21,MEDIUM
97,90,87,27,LOW
78,82,76,20,MEDIUM
56,50,42,17,HIGH
87,90,91,27,LOW
67,75,64,21,MEDIUM
69,71,81,22,MEDIUM
95,97,90,28,LOW
88,88,79,27,LOW
95,92,84,26,LOW
47,56,47,13,HIGH
88,79,93,29,LOW
64,61,63,20,MEDIUM
73,63,75,22,MEDIUM
70,72,73,22,MEDIUM
95,48,49,16,MEDIUM
93,98,91,29,LOW
76,73,77,23,MEDIUM
98,96,100,30,LOW
89,89,91,26,LOW
89,100,91,29,LOW
47,49,46,14,HIGH
53,61,49,18,HIGH
74,64,73,20,MEDIUM
97,50,56,15,MEDIUM
43,47,57,14,HIGH
81,70,80,23,MEDIUM
89,99,90,26,LOW
55,53,60,16,HIGH
54,94,89,27,MEDIUM
90,83,100,28,LOW
79,69,66,21,MEDIUM
87,99,100,27,LOW
76,69,70,20,MEDIUM
61,55,70,17,HIGH
48,43,45,14,HIGH
70,76,72,22,MEDIUM
75,72,71,23,MEDIUM
74,74,89,24,MEDIUM
91,100,96,27,LOW
90,96,97,27,LOW
41,35,32,12,HIGH
83,87,84,25,LOW
51,47,45,14,HIGH
53,59,58,17,HIGH
76,78,76,21,MEDIUM
69,72,69,20,MEDIUM
92,94,97,26,LOW
82,71,65,26,MEDIUM
73,71,75,22,MEDIUM
79,78,75,24,MEDIUM
87,78,84,26,LOW
80,66,74,22,MEDIUM
70,62,65,19,MEDIUM
82,69,73,18,MEDIUM
71,70,86,24,MEDIUM
80,73,72,23,MEDIUM
64,71,74,21,MEDIUM
96,100,98,27,LOW
60,54,54,15,HIGH
94,100,88,27,LOW
88,87,87,27,LOW
79,75,73,23,MEDIUM
98,84,95,29,LOW
51,50,53,16,HIGH
86,81,95,26,LOW
79,80,78,23,MEDIUM
90,89,99,27,LOW
95,89,87,27,LOW
61,59,70,18,MEDIUM
72,69,75,21,MEDIUM
46,43,47,15,HIGH
96,52,52,14,MEDIUM
94,51,53,16,MEDIUM
88,82,88,26,LOW
73,69,81,23,MEDIUM
86,93,89,27,LOW
80,73,71,22,MEDIUM
86,87,81,26,LOW
89,88,92,24,LOW
94,88,100,26,LOW
76,81,84,23,MEDIUM
71,73,59,21,MEDIUM
71,79,71,21,MEDIUM
78,72,66,19,MEDIUM
92,94,95,27,LOW
94,97,92,28,LOW
86,84,97,26,LOW
73,84,81,22,MEDIUM
85,89,85,26,LOW
70,73,64,21,MEDIUM
90,91,96,28,LOW
100,94,95,28,LOW
75,78,78,22,MEDIUM
40,47,52,16,HIGH
76,74,84,25,MEDIUM
94,80,96,27,LOW
91,86,92,27,LOW
83,85,92,26,LOW
93,100,92,28,LOW
93,51,45,14,HIGH
86,94,99,26,LOW
86,85,82,25,LOW
63,59,75,21,MEDIUM
100,99,90,28,LOW
100,98,98,29,LOW
61,90,86,28,MEDIUM
92,88,96,26,LOW
99,94,90,29,LOW
89,89,91,25,LOW
43,46,51,16,HIGH
77,80,81,22,MEDIUM
46,37,36,12,HIGH
71,74,67,22,MEDIUM
88,90,92,26,LOW
92,85,88,28,LOW
86,85,84,24,LOW
62,64,67,20,MEDIUM
67,76,65,19,MEDIUM
46,46,55,15,HIGH
73,69,69,21,MEDIUM
54,61,59,15,HIGH
80,64,67,20,MEDIUM
61,60,69,20,MEDIUM
55,47,53,16,HIGH
54,47,56,14,HIGH
75,70,70,22,MEDIUM
92,99,97,28,LOW
99,97,95,28,LOW
89,89,91,25,LOW
51,43,60,15,HIGH
73,80,68,23,MEDIUM
70,63,72,19,MEDIUM
89,95,89,24,LOW
53,51,55,14,HIGH
99,90,84,26,LOW
71,71,75,21,MEDIUM
78,70,68,20,MEDIUM
68,84,78,23,MEDIUM
66,68,61,20,MEDIUM
86,100,100,28,LOW
81,78,78,25,MEDIUM
77,60,70,20,MEDIUM
77,70,66,22,MEDIUM
78,73,76,24,MEDIUM
74,67,78,21,MEDIUM
48,48,58,15,HIGH
52,55,50,15,HIGH
72,66,76,24,MEDIUM
47,41,34,12,HIGH
99,98,89,29,LOW
60,88,93,26,MEDIUM
56,52,47,17,HIGH
62,74,61,20,MEDIUM
84,76,79,26,LOW
91,97,83,27,LOW
85,98,90,26,LOW
84,81,89,26,LOW
51,55,48,15,HIGH
89,92,94,28,LOW
92,89,91,30,LOW
97,96,97,29,LOW
92,90,84,27,LOW
83,76,89,24,MEDIUM
88,90,93,28,LOW
86,87,90,27,LOW
74,81,83,22,MEDIUM
100,100,100,30,LOW
97,49,54,14,MEDIUM
83,88,84,26,LOW
92,96,84,28,LOW
78,75,72,17,MEDIUM
75,73,65,23,MEDIUM
57,60,63,18,HIGH
80,67,67,18,MEDIUM
60,62,63,18,HIGH
74,76,86,21,MEDIUM
76,73,83,23,MEDIUM
43,45,56,16,HIGH
72,68,77,24,MEDIUM
74,76,74,23,MEDIUM
57,53,61,18,HIGH
88,92,94,26,LOW
80,73,73,18,MEDIUM
75,77,64,20,MEDIUM
78,76,91,23,MEDIUM
92,95,89,27,LOW
92,88,90,27,LOW
93,85,94,26,LOW
43,47,46,12,HIGH
72,68,65,21,MEDIUM
95,96,96,28,LOW
100,100,96,30,LOW
57,54,51,16,HIGH
54,39,48,14,HIGH
85,75,81,24,MEDIUM
79,82,82,27,LOW
60,57,56,16,HIGH
50,48,56,16,HIGH
97,53,51,14,MEDIUM
50,52,51,14,HIGH
76,66,68,21,MEDIUM
67,70,68,19,MEDIUM
90,89,89,28,LOW
83,89,96,29,LOW
60,57,68,19,MEDIUM
45,54,56,17,HIGH
90,90,92,25,LOW
55,59,59,20,HIGH
92,86,91,28,LOW
69,71,81,20,MEDIUM
73,75,74,24,MEDIUM
68,73,76,22,MEDIUM
79,83,82,24,MEDIUM
88,84,89,25,LOW
78,83,96,25,LOW
85,88,88,28,LOW
96,49,48,15,MEDIUM
70,79,72,22,MEDIUM
74,67,67,22,MEDIUM
90,82,92,25,LOW
81,87,73,23,MEDIUM
90,93,92,26,LOW
81,79,91,28,LOW
68,68,79,22,MEDIUM
94,100,91,29,LOW
99,100,95,29,LOW
52,50,42,14,HIGH
56,46,49,17,HIGH
98,91,92,28,LOW
87,85,100,28,LOW
94,84,98,27,LOW
81,69,68,18,MEDIUM
91,43,54,16,MEDIUM
71,69,69,25,MEDIUM
79,66,70,17,MEDIUM
82,80,86,27,LOW
78,66,68,23,MEDIUM
91,93,95,29,LOW
74,85,75,24,MEDIUM
91,89,98,28,LOW
95,86,98,25,LOW
79,80,91,25,LOW
89,94,94,27,LOW
82,86,83,27,LOW
99,92,99,28,LOW
75,79,78,24,MEDIUM
89,88,81,26,LOW
81,86,96,25,LOW
79,85,85,26,LOW
52,55,54,15,HIGH
74,66,72,21,MEDIUM
75,67,78,21,MEDIUM
91,87,100,28,LOW
70,65,69,21,MEDIUM
75,74,77,21,MEDIUM
79,77,85,21,MEDIUM
74,67,74,21,MEDIUM
91,74,92,27,LOW
86,94,88,27,LOW
54,59,56,15,HIGH
73,69,75,22,MEDIUM
40,47,44,13,HIGH
83,78,72,22,MEDIUM
79,75,79,25,MEDIUM
63,71,70,20,MEDIUM
76,75,80,24,MEDIUM
99,100,93,28,LOW
53,55,58,16,HIGH
73,78,76,21,MEDIUM
86,89,93,26,LOW
83,89,81,25,LOW
66,70,76,20,MEDIUM
87,96,85,28,LOW
98,88,97,28,LOW
89,94,92,27,LOW
47,51,49,15,HIGH
88,90,89,28,LOW
83,84,99,26,LOW
86,89,83,26,LOW
60,68,59,17,HIGH
78,76,74,22,MEDIUM
77,69,56,20,MEDIUM
63,68,70,21,MEDIUM
91,97,100,29,LOW
86,90,90,27,LOW
66,62,65,20,MEDIUM
44,44,46,13,HIGH
97,100,96,28,LOW
97,95,96,29,LOW
91,88,97,26,LOW
64,60,69,20,MEDIUM
63,59,68,18,MEDIUM
79,80,76,22,MEDIUM
61,56,69,20,MEDIUM
90,94,87,28,LOW
84,90,83,26,LOW
45,51,58,16,HIGH
90,86,86,26,LOW
45,49,49,16,HIGH
90,94,92,27,LOW
80,89,93,25,LOW
92,90,91,27,LOW
89,91,100,27,LOW
93,88,99,28,LOW
63,86,96,28,LOW
87,85,99,28,LOW
66,67,76,21,MEDIUM
96,95,89,29,LOW
46,42,44,14,HIGH
79,74,72,23,MEDIUM
77,62,67,19,MEDIUM
77,73,64,22,MEDIUM
85,88,90,27,LOW
72,69,63,21,MEDIUM
100,96,94,28,LOW
80,63,67,16,MEDIUM
59,54,51,15,HIGH
89,87,91,27,LOW
85,84,97,27,LOW
50,39,54,16,HIGH
76,76,87,23,MEDIUM
92,89,91,27,LOW
95,97,92,28,LOW
95,84,90,27,LOW
79,83,84,24,MEDIUM
76,73,82,23,MEDIUM
52,46,58,15,HIGH
96,91,97,28,LOW
79,65,75,19,MEDIUM
93,88,90,26,LOW
89,98,91,29,LOW
88,85,75,25,LOW
100,85,100,28,LOW
93,97,100,26,LOW
98,93,97,28,LOW
97,87,91,29,LOW
72,64,75,21,MEDIUM
77,71,77,24,MEDIUM
84,86,81,24,LOW
89,82,90,28,LOW
90,75,98,25,LOW
52,42,52,16,HIGH
68,62,63,20,MEDIUM
96,80,93,29,LOW
87,92,89,30,LOW
95,93,97,26,LOW
88,97,88,25,LOW
91,78,82,26,LOW
90,94,91,27,LOW
90,82,91,26,LOW
66,65,60,20,MEDIUM
79,70,66,20,MEDIUM
100,94,98,28,LOW
92,85,88,26,LOW
72,63,77,23,MEDIUM
89,78,88,28,LOW
97,90,87,28,LOW
48,49,42,12,HIGH
93,85,100,28,LOW
94,98,95,28,LOW
61,89,94,26,MEDIUM
69,79,76,21,MEDIUM
41,53,51,15,HIGH
87,90,87,26,LOW
81,78,89,24,MEDIUM
55,50,63,17,HIGH
82,70,65,23,MEDIUM
52,40,48,16,HIGH
95,96,100,28,LOW
52,56,57,15,HIGH
76,76,71,22,MEDIUM
96,93,93,25,LOW
40,35,39,11,HIGH
42,41,40,12,HIGH
99,99,94,29,LOW
50,36,43,15,HIGH
47,50,58,16,HIGH
92,81,100,28,LOW
58,89,92,30,LOW
86,93,83,26,LOW
94,86,86,26,LOW
87,86,88,28,LOW
86,82,90,26,LOW
95,91,92,26,LOW
95,97,84,27,LOW
93,91,90,26,LOW
99,95,95,30,LOW
48,49,48,13,HIGH
93,100,98,29,LOW
77,70,76,23,MEDIUM
76,75,75,21,MEDIUM
87,85,89,26,LOW
54,51,48,16,HIGH
68,70,70,23,MEDIUM
73,75,72,23,MEDIUM
92,98,92,27,LOW
92,86,100,28,LOW
92,92,83,29,LOW
94,95,94,26,LOW
91,99,81,26,LOW
87,76,95,25,LOW
93,92,89,27,LOW
55,66,54,16,HIGH
97,100,89,30,LOW
70,58,69,22,MEDIUM
67,70,69,21,MEDIUM
69,74,69,22,MEDIUM
75,61,75,20,MEDIUM
90,87,95,27,LOW
93,98,100,29,LOW
76,64,67,22,MEDIUM
74,79,79,22,MEDIUM
62,64,56,17,HIGH
71,75,72,21,MEDIUM
100,100,96,29,LOW
41,42,50,16,HIGH
75,75,81,22,MEDIUM
83,76,74,19,MEDIUM
80,89,90,24,LOW
78,75,67,20,MEDIUM
54,54,50,16,HIGH
85,78,90,28,LOW
48,47,48,15,HIGH
92,94,93,30,LOW
77,63,74,22,MEDIUM
72,75,77,24,MEDIUM
92,95,91,28,LOW
83,94,97,27,LOW
51,47,56,16,HIGH
89,89,91,27,LOW
81,77,66,19,MEDIUM
72,76,78,22,MEDIUM
75,69,69,21,MEDIUM
74,71,64,20,MEDIUM
59,62,56,15,HIGH
80,78,87,25,LOW
66,72,74,22,MEDIUM
68,67,82,21,MEDIUM
79,67,75,22,MEDIUM
62,65,67,21,MEDIUM
70,67,68,22,MEDIUM
91,97,96,30,LOW
40,42,45,12,HIGH
95,48,54,16,MEDIUM
80,77,69,23,MEDIUM
78,81,88,25,LOW
78,100,88,23,LOW
69,58,68,20,MEDIUM
68,64,73,19,MEDIUM
86,86,87,28,LOW
67,67,75,22,MEDIUM
81,72,78,23,MEDIUM
87,97,85,29,LOW
79,86,82,23,MEDIUM
74,77,71,24,MEDIUM
61,87,96,26,MEDIUM
84,85,88,26,LOW
92,88,96,26,LOW
100,81,92,29,LOW
74,69,73,22,MEDIUM
85,88,92,25,LOW
71,74,84,24,MEDIUM
98,96,96,27,LOW
70,69,69,22,MEDIUM
63,88,88,28,LOW
40,39,47,11,HIGH
70,73,72,22,MEDIUM
76,77,77,23,MEDIUM
96,47,49,13,HIGH
40,33,40,11,HIGH
73,83,79,23,MEDIUM
51,49,49,14,HIGH
89,100,96,27,LOW
70,74,75,23,MEDIUM
69,65,67,21,MEDIUM
83,83,81,25,LOW
76,72,82,22,MEDIUM
69,63,74,21,MEDIUM
95,86,89,28,LOW
89,94,95,27,LOW
68,67,68,21,MEDIUM
83,89,84,24,LOW
49,52,61,17,HIGH
69,63,72,19,MEDIUM
89,86,87,25,LOW
74,73,80,23,MEDIUM
84,73,66,18,MEDIUM
45,52,45,13,HIGH
64,72,64,21,MEDIUM
92,84,90,25,LOW
86,83,100,28,LOW
87,93,91,27,LOW
88,79,94,25,LOW
87,90,93,28,LOW
76,81,76,21,MEDIUM
78,66,65,24,MEDIUM
88,80,95,28,LOW
88,90,92,29,LOW
73,60,64,19,MEDIUM
69,65,78,18,MEDIUM
78,71,71,19,MEDIUM
64,71,73,22,MEDIUM
93,89,83,26,LOW
50,62,48,18,HIGH
73,72,66,23,MEDIUM
80,74,88,23,MEDIUM
100,100,100,30,LOW
79,70,79,22,MEDIUM
81,68,79,22,MEDIUM
88,82,95,29,LOW
86,89,87,26,LOW
95,83,89,26,LOW
81,73,70,22,MEDIUM
86,81,83,24,LOW
78,76,79,23,MEDIUM
76,64,67,19,MEDIUM
46,41,44,12,HIGH
95,92,100,28,LOW
69,73,63,21,MEDIUM
76,81,79,24,MEDIUM
89,99,97,28,LOW
55,57,43,16,HIGH
97,91,86,28,LOW
78,78,84,25,MEDIUM
52,55,47,14,HIGH
67,73,68,20,MEDIUM
48,53,58,17,HIGH
89,87,89,25,LOW
90,96,97,26,LOW
74,65,67,16,MEDIUM
89,87,94,29,LOW
78,57,67,21,MEDIUM
94,96,98,30,LOW
78,75,76,18,MEDIUM
81,81,88,24,LOW
87,72,73,22,MEDIUM
90,95,93,28,LOW
72,70,69,21,MEDIUM
96,97,93,29,LOW
70,76,66,21,MEDIUM
96,95,95,28,LOW
87,85,96,26,LOW
77,85,78,24,MEDIUM
77,74,76,22,MEDIUM
47,53,58,16,HIGH
44,36,39,13,HIGH
82,67,71,20,MEDIUM
99,93,98,29,LOW
73,62,69,19,MEDIUM
72,71,78,23,MEDIUM
96,90,94,30,LOW
80,84,81,23,MEDIUM
69,71,77,21,MEDIUM
42,40,48,13,HIGH
97,89,95,29,LOW
78,76,77,24,MEDIUM
88,89,90,27,LOW
92,94,84,27,LOW
80,81,87,25,LOW
75,65,75,26,MEDIUM
67,50,54,17,HIGH
95,95,96,24,LOW
90,86,97,28,LOW
64,58,67,20,MEDIUM
81,87,95,28,LOW
64,67,68,20,MEDIUM
77,80,78,21,MEDIUM
42,33,38,14,HIGH
79,64,73,22,MEDIUM
68,73,75,23,MEDIUM
63,68,68,20,MEDIUM
83,91,80,28,LOW
40,35,39,12,HIGH
91,89,91,27,LOW
55,40,47,15,HIGH
67,65,64,22,MEDIUM
93,87,97,27,LOW
79,74,70,19,MEDIUM
89,82,88,26,LOW
72,65,75,22,MEDIUM
69,71,67,21,MEDIUM
83,86,84,27,LOW
72,81,80,24,MEDIUM
90,93,92,29,LOW
73,65,71,21,MEDIUM
67,58,53,20,MEDIUM
96,99,97,26,LOW
79,88,77,23,MEDIUM
90,88,91,26,LOW
96,92,100,28,LOW
44,48,53,14,HIGH
45,50,53,16,HIGH
87,83,82,26,LOW
80,73,62,21,MEDIUM
49,48,46,12,HIGH
92,95,93,29,LOW
88,100,92,28,LOW
85,84,71,23,MEDIUM
85,82,91,26,LOW
86,82,80,25,LOW
98,90,95,27,LOW
93,88,96,27,LOW
54,44,41,12,HIGH
89,85,84,28,LOW
95,91,100,28,LOW
44,44,50,16,HIGH
71,81,81,21,MEDIUM
97,97,92,30,LOW
71,76,71,22,MEDIUM
82,84,81,24,MEDIUM
76,81,76,24,MEDIUM
49,44,46,11,HIGH
94,96,97,29,LOW
75,76,85,22,MEDIUM
84,86,85,26,LOW
87,96,86,26,LOW
74,68,79,19,MEDIUM
98,94,92,24,LOW
85,68,70,19,MEDIUM
60,59,56,18,HIGH
54,90,96,27,MEDIUM
92,93,82,27,LOW
84,84,77,26,LOW
95,85,93,26,LOW
99,99,94,29,LOW
97,87,95,29,LOW
83,86,87,25,LOW
90,87,87,27,LOW
82,70,92,26,LOW
57,56,55,16,HIGH
73,69,67,21,MEDIUM
100,96,100,30,LOW
70,76,63,22,MEDIUM
45,46,47,14,HIGH
87,93,100,29,LOW
71,75,75,21,MEDIUM
88,87,97,27,LOW
77,78,83,23,MEDIUM
100,100,100,28,LOW
93,100,94,27,LOW
95,96,82,27,LOW
46,49,47,14,HIGH
75,76,72,22,MEDIUM
80,91,87,25,LOW
67,69,72,23,MEDIUM
57,62,65,22,MEDIUM
58,64,65,17,HIGH
85,82,91,26,LOW
88,94,100,27,LOW
45,52,47,13,HIGH
57,50,43,14,HIGH
99,97,92,27,LOW
77,73,72,20,MEDIUM
41,40,47,14,HIGH
40,46,43,14,HIGH
76,66,70,21,MEDIUM
98,95,98,30,LOW
65,61,57,19,MEDIUM
71,76,73,24,MEDIUM
73,67,65,20,MEDIUM
76,81,75,24,MEDIUM
88,85,94,29,LOW
82,86,86,25,LOW
85,84,90,24,LOW
84,74,63,20,MEDIUM
82,75,69,19,MEDIUM
93,89,100,28,LOW
86,88,92,27,LOW
87,94,94,26,LOW
60,93,85,30,LOW
95,86,100,27,LOW
92,91,91,26,LOW
52,41,53,17,HIGH
75,64,75,22,MEDIUM
76,75,72,23,MEDIUM
82,88,83,28,LOW
59,66,62,17,HIGH
